Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Internal comment,Client comment,
,,,,,,,,,,So get out the way ,,,,,,,
,,,,,,,,,,So get out the way,,,,,,,
,,,,,,,,,,get out the way,,,,,,,
161323552,GOD ALMIGHTY - INSTRO,Film,G Putnam Music,89,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Cinema,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930551328,,2011,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
161323556,GOD ONLY KNOWS,We’re Better than This,KLEIGH,147,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Other,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"Fresh start, good heart",930717885,,2024,,,,
,,,,,,,,,,Wishing not to fall apart,,,,,,,
,,,,,Let's please chat. ,,,,,"Wounds would come, cause a hold",,,,,,,
,,,,,,,,,,"On a story, dreams foretold",,,,,,,
,,,,,ONE STOP ,,,,,Time would tell a different story,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Than what my younger days had always told me,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,God only knows,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,What I've had to strive for,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,The reason I'm alive for,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,What's my next open door ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,God only knows,,,,,,,
,,,,,Several placements in past year.  ,,,,,The reason for my being,,,,,,,
,,,,,,,,,,The trouble that I'm seeing ,,,,,,,
,,,,,Thanks for listening! ,,,,,Why my heart is beating ,,,,,,,
,,,,,Greg,,,,,God only knows ,,,,,,,
,,,,,,,,,,God only knows,,,,,,,
,,,,,,,,,,Put myself on self-destruct,,,,,,,
,,,,,,,,,,"Lightning storms, hate, and such ",,,,,,,
,,,,,,,,,,But through it all I've grown tough ,,,,,,,
,,,,,,,,,,"Learning, seeing,",,,,,,,
,,,,,,,,,,Falling in love,,,,,,,
,,,,,,,,,,All that I've been through,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,What I've had to strive for ,,,,,,,
,,,,,,,,,,The reason I'm alive for ,,,,,,,
,,,,,,,,,,What's my next open door,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,The reason for my being ,,,,,,,
,,,,,,,,,,The trouble that I'm seeing,,,,,,,
,,,,,,,,,,Why my heart is beating ,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,God only knows Isn't it all that ,,,,,,,
,,,,,,,,,,And in all that I've been through ,,,,,,,
,,,,,,,,,,"The good, the bad,",,,,,,,
,,,,,,,,,,"And beautiful, Well,",,,,,,,
,,,,,,,,,,I'm thinking that it's kind of,,,,,,,
,,,,,,,,,,"wonderful Oh, that God Really",,,,,,,
,,,,,,,,,,knows God really knows,,,,,,,
,,,,,,,,,, Yeah God only knows ,,,,,,,
,,,,,,,,,,What I've had to strive for ,,,,,,,
,,,,,,,,,,The reason I'm alive for,,,,,,,
,,,,,,,,,,What's my next open door ,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,The reason for my being ,,,,,,,
,,,,,,,,,,The trouble that I'm seeing,,,,,,,
,,,,,,,,,,Why my heart is beating ,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,God only knows,,,,,,,
,,,,,,,,,,God only knows ,,,,,,,
,,,,,,,,,,Yeah ,,,,,,,
,,,,,,,,,,God only knows,,,,,,,
161323557,GOIN’ OFF THE DEEP END,Really Lillie,KLEIGH & Lilli O'Dowd,105,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,"ALT COUNTRY, AMERICANA",ONE STOP - G Putnam Music owns Masters & Publishing Control,,Sometimes at work I think the clock's watching me,921012583,,2024,,,,
,,,,,,,,,,And so I glance back at it when I get the chance to see,,,,,,,
,,,,,Let's please chat. ,,,,,But who doesn't know I wasn't far behind,,,,,,,
,,,,,,,,,,"Mind you, was doing my work like soap and crimes",,,,,,,
,,,,,ONE STOP ,,,,,And I heard something sounded like a talk ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Which surely followed a tick from that wall clock ,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Time for me to get soap, I swear",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,Maybe I need to crawl out from my shell ,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Lower my big boy and raise a little hell ,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,Free hits and loose ends,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,Cold kiss and tell ,,,,,,,
,,,,,Several placements in past year.  ,,,,,"Well, I'll need a weekend But going out the deep end ",,,,,,,
,,,,,,,,,,When the going gets toughed ,,,,,,,
,,,,,Thanks for listening! ,,,,,The tough get gone ,,,,,,,
,,,,,Greg,,,,,Whenever waters get rough ,,,,,,,
,,,,,,,,,,I'll be rowing ,,,,,,,
,,,,,,,,,,When someone forgets or trips a problem arises ,,,,,,,
,,,,,,,,,,"I get it fixed,",,,,,,,
,,,,,,,,,,I started almost hating surprises,,,,,,,
,,,,,,,,,,Everyday has them if you open your eyes ,,,,,,,
,,,,,,,,,,And that's what I'm trying ,,,,,,,
,,,,,,,,,,So you're buying ,,,,,,,
,,,,,,,,,,Maybe I need to crawl out from my shell ,,,,,,,
,,,,,,,,,,Lower my big boy and raise a little hell,,,,,,,
,,,,,,,,,,"Well, I'll need a weekend ",,,,,,,
,,,,,,,,,,But going out the deep end ,,,,,,,
,,,,,,,,,,Been working so strong for so darn long ,,,,,,,
,,,,,,,,,,Nice to feel happy again But obviously ,,,,,,,
,,,,,,,,,,All good things must come to an end ,,,,,,,
,,,,,,,,,,So let the end justify the means,,,,,,,
,,,,,,,,,,To crawl out from my shell ,,,,,,,
,,,,,,,,,,Back to being a big boy ,,,,,,,
,,,,,,,,,,And a more than kind of hazing hell ,,,,,,,
,,,,,,,,,,"I left some loose ends And some cold kiss and tell Well,",,,,,,,
,,,,,,,,,,I'll need a weekend ,,,,,,,
,,,,,,,,,,But going out the deep end ,,,,,,,
,,,,,,,,,,Time for me to crawl out from my shell ,,,,,,,
,,,,,,,,,,Back to being a big boy ,,,,,,,
,,,,,,,,,,And a more than kind of hazing hell ,,,,,,,
,,,,,,,,,, left some loose ends ,,,,,,,
,,,,,,,,,,And some cold kiss and tell,,,,,,,
,,,,,,,,,,Have a weekend ,,,,,,,
,,,,,,,,,,But going out the deep end ,,,,,,,
,,,,,,,,,,All right?,,,,,,,
,,,,,,,,,,All.right,,,,,,,
161323558,THE GREEN ONE - INSTRO,Cinema,G Putnam Music,146,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Trance,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930551362,,2004,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
161323560,GROOVE TUNE - INSTRO,TV/Film,G Putnam Music,113,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,Cinema,ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930551365,,2004,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
161432944,TO LOVE ME,Lovin’ Love,KLEIGH,89,HERE FOR YOUR EAR!,G Putnam (50%) ASCAP Clayton Michael Gunn (50%) ASCAP 462448938,Singer-Songwriter,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"You know I know, you know I love you",923988408,,2025,,,,
,,,,,,,,,,And I tell you that I do because of you,,,,,,,
,,,,,Let's please chat. ,,,,,Our senses questions before I ask,,,,,,,
,,,,,,,,,,Promises me all forever has like,,,,,,,
,,,,,ONE STOP ,,,,,"Seven seas will last,",,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,"whatever life casts In a desert or a flood,",,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,holding you's all I ever want ,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"You nourish my soul, how ocean waves roll ",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"Flow, soft and warm, sunshine or storms ",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"Heaven knows, feelings take hold",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"Oh, times been told, behold ",,,,,,,
,,,,,Several placements in past year.  ,,,,,What it's been and what it means ,,,,,,,
,,,,,,,,,,For you to love me ,,,,,,,
,,,,,Thanks for listening! ,,,,,"We can go by land, water, or air",,,,,,,
,,,,,Greg,,,,,Where we'll see what we wanna see,,,,,,,
,,,,,,,,,,Some call it a fool's foolish dream,,,,,,,
,,,,,,,,,,Maybe that's all I can be ,,,,,,,
,,,,,,,,,,That floats the boat for you and me ,,,,,,,
,,,,,,,,,,"Chasing, embracing, unlacing ",,,,,,,
,,,,,,,,,,Loving the love we're making ,,,,,,,
,,,,,,,,,,"You nourish my soul, how ocean waves roll ",,,,,,,
,,,,,,,,,,"Flow, soft and warm, sunshine or storms",,,,,,,
,,,,,,,,,,"Heaven knows, feelings take hold ",,,,,,,
,,,,,,,,,,"Oh times been told, behold ",,,,,,,
,,,,,,,,,,What it's been and what it means ,,,,,,,
,,,,,,,,,,For you to love me ,,,,,,,
,,,,,,,,,,You can't know the holes your love fills,,,,,,,
,,,,,,,,,,It steals my heart ,,,,,,,
,,,,,,,,,,"So feel, it's happening ",,,,,,,
,,,,,,,,,,And it'll be lasting ,,,,,,,
,,,,,,,,,,"You nourish my soul, how ocean waves roll ",,,,,,,
,,,,,,,,,,"Flow, soft and warm, sunshine or storms",,,,,,,
,,,,,,,,,,"Heaven knows, feelings take hold",,,,,,,
,,,,,,,,,,"Oh, times been told, behold ",,,,,,,
,,,,,,,,,,What it's been and what it means ,,,,,,,
,,,,,,,,,,For you to love me ,,,,,,,
,,,,,,,,,,What it's been and what it means ,,,,,,,
,,,,,,,,,,For you to love me ,,,,,,,
,,,,,,,,,,For you to love me,,,,,,,
,,,,,,,,,,To love me,,,,,,,
162476731,FOUND IN HEAVEN,Sexy Swagger,Ashleigh Brucker,143,HERE FOR YOUR EAR!,G Putnam (50 G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,"Cont Country, Mod Country",ONE STOP - G Putnam Music owns Masters & Publishing Control,,The girls and I are gonna paint the town tonight,893097500,,,,,,
,,,,,,,,,,Gonna slip into my tight jeans and color my eyes,,,,,,,
,,,,,Let's please chat. ,,,,,You best be ready,,,,,,,
,,,,,,,,,,I wanna have some fun,,,,,,,
,,,,,ONE STOP ,,,,,If you wanna get down to business I'm open,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,Gonna see you once a good time tonight,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Who's ready to turn my volume up way high,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Are you a cowboy who can talk, walk and dance",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,Who ain't afraid to chant the little romance,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"Cause when I'm through,",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,you'll be guessing ,,,,,,,
,,,,,Several placements in past year.  ,,,,,You found yourself in heaven,,,,,,,
,,,,,,,,,,Found yourself in heaven ,,,,,,,
,,,,,Thanks for listening! ,,,,,Gonna be out on the dance floor all night,,,,,,,
,,,,,Greg,,,,,If you wanna find your way into my life ,,,,,,,
,,,,,,,,,,You're gonna need some moves so,,,,,,,
,,,,,,,,,,I know that,,,,,,,
,,,,,,,,,,You're more than a smile wearing boots and a cowboy hat,,,,,,,
,,,,,,,,,,Gonna see you once a good time tonight,,,,,,,
,,,,,,,,,,Who's ready to turn my volume up way high,,,,,,,
,,,,,,,,,,"Are you a cowboy who can talk, walk and dance",,,,,,,
,,,,,,,,,,Who ain't afraid to chant the little romance ,,,,,,,
,,,,,,,,,,"Cause when I'm through,",,,,,,,
,,,,,,,,,,you'll be guessing You found yourself in heaven ,,,,,,,
,,,,,,,,,,Found yourself in heaven You,,,,,,,
,,,,,,,,,,never know what the night might bring ,,,,,,,
,,,,,,,,,,Could be magic or a scorpion sting ,,,,,,,
,,,,,,,,,,"Yeah, babe, could be about anything ",,,,,,,
,,,,,,,,,,You want it to be,,,,,,,
,,,,,,,,,,Gonna see you once a good time tonight ,,,,,,,
,,,,,,,,,,Who's ready to turn my volume up way high ,,,,,,,
,,,,,,,,,,"Are you a cowboy who can talk, walk and dance",,,,,,,
,,,,,,,,,,Who ain't afraid to chant the little romance ,,,,,,,
,,,,,,,,,,"Cause when I'm through, you'll be guessing ",,,,,,,
,,,,,,,,,,You found yourself in heaven ,,,,,,,
,,,,,,,,,,Found yourself in heaven,,,,,,,
162477718,LEARNIN' LIFE,Subtly Simple,Jade Lotzow,84,HERE FOR YOUR EAR!,G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Al Alsman (33%) ASCAP,FUSION,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00008,She's a cute little baby looking up at me.,896629520,,2022,,,,
,,,,,,,,,,"Warm sweet eyes,",,,,,,,
,,,,,Let's please chat. ,,,,,big open smile.,,,,,,,
,,,,,,,,,,"So much going in,",,,,,,,
,,,,,ONE STOP ,,,,,no words coming out.,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,"Oh, for the thoughts of a child just starting",,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,to learn about learning life.,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Well, she grew up strong",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,and her hair grew long.,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,"High school dance,",,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,teenage romance.,,,,,,,
,,,,,Several placements in past year.  ,,,,,"So much going on,",,,,,,,
,,,,,,,,,,those words flying out.,,,,,,,
,,,,,Thanks for listening! ,,,,,Does she know or just pretend her past's full of bumps,,,,,,,
,,,,,Greg,,,,,and bends?,,,,,,,
,,,,,,,,,,Because she's learning life day and night.,,,,,,,
,,,,,,,,,,"Just learning life,",,,,,,,
,,,,,,,,,,wrongs and rights.,,,,,,,
,,,,,,,,,,"Sometimes happy,",,,,,,,
,,,,,,,,,,sometimes sadder.,,,,,,,
,,,,,,,,,,When does it count?,,,,,,,
,,,,,,,,,,When don't it matter?,,,,,,,
,,,,,,,,,,That's a promise of time.,,,,,,,
,,,,,,,,,,It's all about learning life.,,,,,,,
,,,,,,,,,,Learning life.,,,,,,,
,,,,,,,,,,Learning life.,,,,,,,
,,,,,,,,,,Learning life.,,,,,,,
,,,,,,,,,,She's a mother now.,,,,,,,
,,,,,,,,,,Grew up somehow.,,,,,,,
,,,,,,,,,,Has a job and a house.,,,,,,,
,,,,,,,,,,Knows what life's about.,,,,,,,
,,,,,,,,,,Less about success.,,,,,,,
,,,,,,,,,,More about what's next.,,,,,,,
,,,,,,,,,,"It's finding when to be quiet,",,,,,,,
,,,,,,,,,,when to holler loud.,,,,,,,
,,,,,,,,,,Knowing things tend to work out.,,,,,,,
,,,,,,,,,,That's learning life.,,,,,,,
,,,,,,,,,,Day and night.,,,,,,,
,,,,,,,,,,"Just learning life,",,,,,,,
,,,,,,,,,,wrongs and rights.,,,,,,,
,,,,,,,,,,"Sometimes happy,",,,,,,,
,,,,,,,,,,sometimes sadder.,,,,,,,
,,,,,,,,,,When does it count?,,,,,,,
,,,,,,,,,,When don't it matter?,,,,,,,
,,,,,,,,,,That's a promise of time.,,,,,,,
,,,,,,,,,,It's all about learning.,,,,,,,
,,,,,,,,,,It ain't the words you say.,,,,,,,
,,,,,,,,,,It's what your actions explain.,,,,,,,
,,,,,,,,,,It's making time to work and taking time to play.,,,,,,,
,,,,,,,,,,It's about the choices in life.,,,,,,,
,,,,,,,,,,Cause there ain't no going back.,,,,,,,
,,,,,,,,,,It's about the times you have.,,,,,,,
,,,,,,,,,,"Learning life, day and night.",,,,,,,
,,,,,,,,,,"Just learning life,",,,,,,,
,,,,,,,,,,wrongs and rights.,,,,,,,
,,,,,,,,,,"Sometimes happy,",,,,,,,
,,,,,,,,,,sometimes sadder.,,,,,,,
,,,,,,,,,,When does it count?,,,,,,,
,,,,,,,,,,When don't it matter?,,,,,,,
,,,,,,,,,,That's a promise of time.,,,,,,,
,,,,,,,,,,It's all about learning life.,,,,,,,
,,,,,,,,,,Living life.,,,,,,,
,,,,,,,,,,She's learning life.,,,,,,,
,,,,,,,,,,Living life.,,,,,,,
,,,,,,,,,,I'm learning life.,,,,,,,
,,,,,,,,,,You're learning life.,,,,,,,
,,,,,,,,,,We're all living life.,,,,,,,
,,,,,,,,,,That's how we get by.,,,,,,,
162491798,The Meltdown,Rough House,KLEIGH,,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"Singer-Songwriter, Minimal",ONE STOP - G Putnam Music owns Masters & Publishing Control,,3 a.m. and the train inside,930752756,,2024,,,,
,,,,,,,,,,my head keeps running,,,,,,,
,,,,,Let's please chat. ,,,,,Steam rolling like it will never slow down,,,,,,,
,,,,,,,,,,I'm so tired as the heart in my chest keeps drumming,,,,,,,
,,,,,ONE STOP ,,,,,I close my eyes and it's the only sound ,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,And I wish I could escape it,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,"Yeah, I wish she didn't break it",,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,I wish it was the other way around,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,"So tired,",,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,and I don't know where my life is going,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,"Pitch black, and I try to find the light",,,,,,,
,,,,,Several placements in past year.  ,,,,,"Tomorrow, yeah, I know",,,,,,,
,,,,,,,,,,daylight is coming,,,,,,,
,,,,,Thanks for listening! ,,,,,Though I know I just can't rest tonight ,,,,,,,
,,,,,Greg,,,,,And I wish I could escape it ,,,,,,,
,,,,,,,,,,"Yeah, I wish she didn't break it",,,,,,,
,,,,,,,,,,I wish it was the other way around ,,,,,,,
,,,,,,,,,,I can hear her whisper ,,,,,,,
,,,,,,,,,,"Yeah, I wish I could forget her ",,,,,,,
,,,,,,,,,,I wish that I could save myself,,,,,,,
,,,,,,,,,,Meltdown,,,,,,,
162492040,BABY I MISS YOU - INSTRO,TV/Film,G Putnam Music,107,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"FILM, FANTASY",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930752762,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162492330,IT'S OVER - INSTRO,TV/Film,G Putnam Music,109,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"FILM, R7b, hiphop",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930752976,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162527112,MYSTERY OF TOMORROW - INSTRO,TV/Film,G Putnam Music,139,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"Cinema, INDIE",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,930754817,,2025,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162527559,LOST - INSTRO,TV/Film,G Putnam Music,88,HERE FOR YOUR EAR!,Clayton Michael Gunn (100%) ASCAP 462448938,"Ambient, Indie, Cinema",ONE STOP - G Putnam Music owns Masters & Publishing Control,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Let's please chat. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,ONE STOP ,,,,,,,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,,,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,,,,,,,,
,,,,,Several placements in past year.  ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,Thanks for listening! ,,,,,,,,,,,,
,,,,,Greg,,,,,,,,,,,,
162527916,DARK FOREST,Young n’ on the Run,13 Yr Old - LIL' Z,89,HERE FOR YOUR EAR!,G Putnam (100%) ASCAP,Indie Pop,ONE STOP - G Putnam Music owns Masters & Publishing Control,,"Hey,",930754607,,2025,,,,
,,,,,,,,,,I'm just a little bit lost ,,,,,,,
,,,,,Let's please chat. ,,,,,I need to find my way back home,,,,,,,
,,,,,,,,,,I need to find my way back home ,,,,,,,
,,,,,ONE STOP ,,,,,"Hey, do you know where I'm at?",,,,,,,
,,,,,Site: https/::www.gputnammusic.com ,,,,,I'm feeling quite lonely,,,,,,,
,,,,,Txt Greg Putnam @ 309-530-4626 ,,,,,Feeling quite lonely,,,,,,,
,,,,,gputnam@gputnammusic.com  ,,,,,"Standing in this dark, dark forest",,,,,,,
,,,,,ASCAP 802139278 (Writer)  ,,,,,I've been standing here all my life,,,,,,,
,,,,,ASCAP 848819778 (Publisher) ,,,,,I realize that I've got no one to love me ,,,,,,,
,,,,,Featured songwriter recognized by TRO-ESSEX ,,,,,I've been wasting all my time,,,,,,,
,,,,,Several placements in past year.  ,,,,,Treating people like peas ,,,,,,,
,,,,,,,,,,That little kids won't eat,,,,,,,
,,,,,Thanks for listening! ,,,,,Dropping them to the ground ,,,,,,,
,,,,,Greg,,,,,Waiting for them to get beat,,,,,,,
,,,,,,,,,,"Hey,",,,,,,,
,,,,,,,,,,I'm feeling really lost ,,,,,,,
,,,,,,,,,,It's completely dark out here ,,,,,,,
,,,,,,,,,,I've got no friends out here ,,,,,,,
,,,,,,,,,,"Hey, I think I know why",,,,,,,
,,,,,,,,,,I've got no friends out here ,,,,,,,
,,,,,,,,,,I've got no friends out here,,,,,,,
,,,,,,,,,,I've got no friends out here ,,,,,,,
,,,,,,,,,,Because I've been in awful friend ,,,,,,,
,,,,,,,,,,Putting myself before others,,,,,,,
,,,,,,,,,,Not thinking about each other ,,,,,,,
,,,,,,,,,,I'm the only one out here,,,,,,,
,,,,,,,,,,Cause I have no cheer ,,,,,,,
,,,,,,,,,,Never talk to anyone ,,,,,,,
,,,,,,,,,,Unless I'm making fun of them ,,,,,,,
,,,,,,,,,,Now I realize why I'm in ,,,,,,,
,,,,,,,,,,"This dark,dark forest",,,,,,,
,,,,,,,,,,I never care for anyone ,,,,,,,
,,,,,,,,,,I am really no fun ,,,,,,,
,,,,,,,,,,Now it's time to go out ,,,,,,,
,,,,,,,,,,Into the world and shout,,,,,,,
,,,,,,,,,,I don't care for anyone ,,,,,,,
,,,,,,,,,,I am really no fun,,,,,,,
